SKU,Name,Categories,Regular price,Sale price,Images,Short description,Description,In stock?,Published
THS68053,Tu ho so go cua kinh 05a,Nội thất văn phòng > Kệ - Tủ Văn Phòng > Tủ Hồ Sơ Đứng,6470000,,"/images/products/THS68053-1.jpg, /images/products/THS68053-2.jpg, /images/products/THS68053-3.jpg, /images/products/THS68053-4.jpg, /images/products/THS68053-5.jpg, /images/products/THS68053-6.jpg","Tủ lưu trữ tiện lợi, thiết kế gọn gàng.","Tu ho so go cua kinh 05a giúp tối ưu không gian lưu trữ, sắp xếp đồ đạc gọn gàng, khoa học mà vẫn đảm bảo tính thẩm mỹ cho căn phòng.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: THS68053
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Nhiều ngăn/kệ chia hợp lý, tối ưu diện tích lưu trữ
• Hệ thống bản lề, tay nắm chắc chắn, đóng mở êm ái
• Bề mặt hoàn thiện chống trầy xước, dễ lau chùi
• Thiết kế kín đáo, giúp không gian luôn gọn gàng ngăn nắp

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBTH006,Ban lam viec 140x80 trapeze ii concept lap rap (2),Phòng Làm Việc > Bàn Làm Việc,1910000,,/images/products/HBTH006-1.png,"Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban lam viec 140x80 trapeze ii concept lap rap (2) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBTH006
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian phòng làm việc, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBOV047,Ban hop go plywood melamin chan sat oval (12),Nội thất văn phòng > Bàn Văn Phòng > Bàn Họp,4480000,,"/images/products/HBOV047-1.jpg, /images/products/HBOV047-2.jpg, /images/products/HBOV047-3.jpg, /images/products/HBOV047-4.png, /images/products/HBOV047-5.jpg, /images/products/HBOV047-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban hop go plywood melamin chan sat oval (12) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBOV047
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
TCN68037,Tu di dong 08a,Nội thất văn phòng > Kệ - Tủ Văn Phòng > Tủ Hồ Sơ Di Động,13510000,,"/images/products/TCN68037-1.jpg, /images/products/TCN68037-2.jpg, /images/products/TCN68037-3.jpg, /images/products/TCN68037-4.jpg, /images/products/TCN68037-5.jpg, /images/products/TCN68037-6.jpg","Tủ lưu trữ tiện lợi, thiết kế gọn gàng.","Tu di dong 08a giúp tối ưu không gian lưu trữ, sắp xếp đồ đạc gọn gàng, khoa học mà vẫn đảm bảo tính thẩm mỹ cho căn phòng.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: TCN68037
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Nhiều ngăn/kệ chia hợp lý, tối ưu diện tích lưu trữ
• Hệ thống bản lề, tay nắm chắc chắn, đóng mở êm ái
• Bề mặt hoàn thiện chống trầy xước, dễ lau chùi
• Thiết kế kín đáo, giúp không gian luôn gọn gàng ngăn nắp

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
BH68024,Ban hop chan sat gap khuc 2,Nội thất văn phòng > Bàn Văn Phòng > Bàn Họp,8890000,,"/images/products/BH68024-1.jpg, /images/products/BH68024-2.jpg, /images/products/BH68024-3.jpg, /images/products/BH68024-4.jpg, /images/products/BH68024-5.jpg, /images/products/BH68024-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban hop chan sat gap khuc 2 là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: BH68024
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HCTG019,Chan ban cum2 120x120cm sat tam giac quy 02,Nội thất văn phòng > Hệ Bàn > Hệ Tứ Giác Côn,7510000,,"/images/products/HCTG019-1.jpg, /images/products/HCTG019-2.jpg, /images/products/HCTG019-3.jpg, /images/products/HCTG019-4.jpg, /images/products/HCTG019-5.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Chan ban cum2 120x120cm sat tam giac quy 02 là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Kích thước: 120x120cm
• Mã sản phẩm: HCTG019
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBTA002,Ban lam viec 60x100cm he trian chan sat tam giac (3),Nội thất văn phòng > Hệ Bàn > Hệ Trian,6460000,,"/images/products/HBTA002-1.png, /images/products/HBTA002-2.png, /images/products/HBTA002-3.png, /images/products/HBTA002-4.png","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban lam viec 60x100cm he trian chan sat tam giac (3) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Kích thước: 60x100cm
• Mã sản phẩm: HBTA002
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
KCPU68009,Ke de cpu dimension,Nội thất văn phòng > Phụ Kiện Bàn > Kệ Để CPU,580000,,"/images/products/KCPU68009-1.jpg, /images/products/KCPU68009-2.jpg, /images/products/KCPU68009-3.jpg, /images/products/KCPU68009-4.jpg, /images/products/KCPU68009-5.jpg, /images/products/KCPU68009-6.jpg","Phụ kiện tiện dụng, hỗ trợ không gian làm việc gọn gàng.","Ke de cpu dimension là phụ kiện hỗ trợ đắc lực, giúp không gian làm việc/sinh hoạt gọn gàng và tiện dụng hơn.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: KCPU68009
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Thiết kế nhỏ gọn, dễ dàng lắp đặt vào hệ bàn/ghế hiện có
• Chất liệu bền bỉ, chịu lực và chịu nhiệt tốt trong quá trình sử dụng
• Giúp không gian làm việc gọn gàng, khoa học hơn
• Tương thích với nhiều mẫu bàn/ghế khác nhau

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBTC046,Ban lam viec go plywood melamin chan sat trapeze (2),Phòng Làm Việc > Bàn Làm Việc,5410000,,"/images/products/HBTC046-1.jpg, /images/products/HBTC046-2.jpg, /images/products/HBTC046-3.jpg, /images/products/HBTC046-4.png, /images/products/HBTC046-5.jpg, /images/products/HBTC046-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban lam viec go plywood melamin chan sat trapeze (2) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBTC046
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian phòng làm việc, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBAT005,Ban lam viec 140x70 aton concept chan sat lap rap (4),Phòng Làm Việc > Bàn Làm Việc,7450000,,"/images/products/HBAT005-1.png, /images/products/HBAT005-2.png","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban lam viec 140x70 aton concept chan sat lap rap (4) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBAT005
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian phòng làm việc, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBUC052,Ban hop go plywood mau be tong chan sat he uconcept (3),Nội thất văn phòng > Hệ Bàn > Hệ UConcept,3510000,,"/images/products/HBUC052-1.jpg, /images/products/HBUC052-2.jpg, /images/products/HBUC052-3.png, /images/products/HBUC052-4.png, /images/products/HBUC052-5.jpg, /images/products/HBUC052-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban hop go plywood mau be tong chan sat he uconcept (3) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBUC052
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBON011,Ban lam viec go cao su chan ong nuoc chu x (3),Phòng Làm Việc > Bàn Làm Việc,3360000,,"/images/products/HBON011-1.png, /images/products/HBON011-2.png, /images/products/HBON011-3.jpg, /images/products/HBON011-4.jpg, /images/products/HBON011-5.jpg, /images/products/HBON011-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban lam viec go cao su chan ong nuoc chu x (3) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBON011
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian phòng làm việc, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
THS68057,Tu ho so go cua kinh 04a,Nội thất văn phòng > Kệ - Tủ Văn Phòng > Tủ Hồ Sơ Đứng,8170000,,"/images/products/THS68057-1.jpg, /images/products/THS68057-2.jpg, /images/products/THS68057-3.jpg, /images/products/THS68057-4.jpg, /images/products/THS68057-5.jpg, /images/products/THS68057-6.jpg","Tủ lưu trữ tiện lợi, thiết kế gọn gàng.","Tu ho so go cua kinh 04a giúp tối ưu không gian lưu trữ, sắp xếp đồ đạc gọn gàng, khoa học mà vẫn đảm bảo tính thẩm mỹ cho căn phòng.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: THS68057
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Nhiều ngăn/kệ chia hợp lý, tối ưu diện tích lưu trữ
• Hệ thống bản lề, tay nắm chắc chắn, đóng mở êm ái
• Bề mặt hoàn thiện chống trầy xước, dễ lau chùi
• Thiết kế kín đáo, giúp không gian luôn gọn gàng ngăn nắp

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HCTG024,Chan ban hop 240x120cm sat tam giac quy kichthuoc 01,Nội thất văn phòng > Bàn Văn Phòng > Bàn Họp,3420000,,"/images/products/HCTG024-1.jpg, /images/products/HCTG024-2.jpg, /images/products/HCTG024-3.jpg, /images/products/HCTG024-4.jpg, /images/products/HCTG024-5.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Chan ban hop 240x120cm sat tam giac quy kichthuoc 01 là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Kích thước: 240x120cm
• Mã sản phẩm: HCTG024
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
KHD68002,Khay di day dien mau trang 04,Nội thất văn phòng > Phụ Kiện Bàn > Khay Đi Dây,1000000,,"/images/products/KHD68002-1.jpg, /images/products/KHD68002-2.jpg, /images/products/KHD68002-3.jpg, /images/products/KHD68002-4.jpg, /images/products/KHD68002-5.jpg, /images/products/KHD68002-6.jpg","Phụ kiện tiện dụng, hỗ trợ không gian làm việc gọn gàng.","Khay di day dien mau trang 04 là phụ kiện hỗ trợ đắc lực, giúp không gian làm việc/sinh hoạt gọn gàng và tiện dụng hơn.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Bọc da cao cấp, êm ái và dễ vệ sinh
• Mã sản phẩm: KHD68002
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Thiết kế nhỏ gọn, dễ dàng lắp đặt vào hệ bàn/ghế hiện có
• Chất liệu bền bỉ, chịu lực và chịu nhiệt tốt trong quá trình sử dụng
• Giúp không gian làm việc gọn gàng, khoa học hơn
• Tương thích với nhiều mẫu bàn/ghế khác nhau

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
BNV68061,Ban cum 4 chan sat lap rap go cao su 120x240cm,Nội thất văn phòng > Bàn Văn Phòng > Cụm bàn 2 người,7570000,,"/images/products/BNV68061-1.jpg, /images/products/BNV68061-2.jpg, /images/products/BNV68061-3.png, /images/products/BNV68061-4.png, /images/products/BNV68061-5.jpg, /images/products/BNV68061-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban cum 4 chan sat lap rap go cao su 120x240cm là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Kích thước: 120x240cm
• Mã sản phẩm: BNV68061
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBLG040,Module ban cum3 03,Trường Học > Bàn Ghế Trường Học > Cụm Module Trường Học,3120000,,"/images/products/HBLG040-1.png, /images/products/HBLG040-2.jpg","Ghế công thái học, êm ái và bền bỉ.","Module ban cum3 03 mang đến trải nghiệm ngồi thoải mái, hỗ trợ tư thế đúng chuẩn cho thời gian sử dụng dài mà không gây mỏi mệt.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBLG040
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Thiết kế công thái học, nâng đỡ tốt cho vùng lưng và cổ
• Khung ghế chắc chắn, chịu tải trọng tốt, đảm bảo an toàn khi sử dụng
• Đệm ngồi êm ái, thoáng khí, phù hợp ngồi làm việc/sinh hoạt trong thời gian dài
• Kiểu dáng hiện đại, dễ dàng kết hợp với nhiều không gian nội thất

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian trường học, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBTC039,Ban lam viec chu l go plywood chan sat trapeze (17),Phòng Làm Việc > Bàn Làm Việc,2530000,,"/images/products/HBTC039-1.jpg, /images/products/HBTC039-2.jpg, /images/products/HBTC039-3.png, /images/products/HBTC039-4.jpg, /images/products/HBTC039-5.jpg, /images/products/HBTC039-6.png","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban lam viec chu l go plywood chan sat trapeze (17) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBTC039
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian phòng làm việc, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBKC031,Ban lam viec go plywood chan sat he kconcept (3),Nội thất văn phòng > Hệ Bàn > Hệ KConcept,9510000,,"/images/products/HBKC031-1.jpg, /images/products/HBKC031-2.jpg, /images/products/HBKC031-3.png, /images/products/HBKC031-4.png, /images/products/HBKC031-5.jpg, /images/products/HBKC031-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban lam viec go plywood chan sat he kconcept (3) là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBKC031
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
THS68056,Tu ho so 04,Nội thất văn phòng > Kệ - Tủ Văn Phòng > Tủ Hồ Sơ Đứng,10800000,,/images/products/THS68056-1.jpg,"Tủ lưu trữ tiện lợi, thiết kế gọn gàng.","Tu ho so 04 giúp tối ưu không gian lưu trữ, sắp xếp đồ đạc gọn gàng, khoa học mà vẫn đảm bảo tính thẩm mỹ cho căn phòng.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: THS68056
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Nhiều ngăn/kệ chia hợp lý, tối ưu diện tích lưu trữ
• Hệ thống bản lề, tay nắm chắc chắn, đóng mở êm ái
• Bề mặt hoàn thiện chống trầy xước, dễ lau chùi
• Thiết kế kín đáo, giúp không gian luôn gọn gàng ngăn nắp

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBTG008,Ban 140x70cm go cao su chan tam giac quy 01,Nội thất văn phòng > Hệ Bàn > Hệ Tứ Giác Côn,3890000,,"/images/products/HBTG008-1.jpg, /images/products/HBTG008-2.jpg, /images/products/HBTG008-3.jpg, /images/products/HBTG008-4.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Ban 140x70cm go cao su chan tam giac quy 01 là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Kích thước: 140x70cm
• Mã sản phẩm: HBTG008
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
